Customer_ID,Age,Employment_Status,Income_USD,Credit_Score,Total_BNPL_Active_Loans,Total_BNPL_Debt_USD,Late_Payment_History,Shopping_Category_Most_Frequent,Average_Transaction_Value_USD,Default_Risk
C03921,34,Employed,67332.0,627.0,1,192,Yes,Fashion,74,Low
C03922,45,Freelancer,51687.0,669.0,4,544,No,Electronics,500,Low
C03923,35,Freelancer,106996.0,616.0,1,185,No,Travel,1300,Low
C03924,40,Freelancer,73882.0,647.0,2,255,No,Fashion,10,Low
C03925,23,Employed,,709.0,0,0,Yes,Fashion,134,Low
C03926,20,Employed,69946.0,673.0,1,238,No,Travel,712,Low
C03927,21,Student,20760.0,637.0,4,862,No,Electronics,501,Medium
C03928,19,Employed,24262.0,706.0,1,181,No,Fashion,85,Low
C03929,40,Student,20615.0,595.0,1,42,Yes,Home/Furniture,423,Low
C03930,30,Employed,97624.0,709.0,4,751,No,Fashion,52,Low
C03931,30,Employed,53833.0,671.0,1,116,No,Fashion,187,Low
C03932,58,Employed,64808.0,712.0,2,221,Yes,Electronics,608,Low
C03933,53,Student,13804.0,578.0,3,668,No,Home/Furniture,322,Medium
C03934,39,Student,7686.0,583.0,2,147,No,Travel,580,Low
C03935,50,Student,12963.0,644.0,2,412,Yes,Fashion,107,Medium
C03936,58,Freelancer,60695.0,673.0,6,841,No,Travel,769,Low
C03937,23,Employed,79710.0,644.0,3,292,Yes,Electronics,471,Low
C03938,28,Employed,46616.0,716.0,1,153,No,Travel,1019,Low
C03939,25,Employed,59714.0,724.0,1,164,Yes,Travel,527,Low
C03940,45,Employed,74198.0,701.0,1,127,No,Travel,988,Low
C03941,31,Employed,58304.0,683.0,1,201,No,Electronics,573,Low
C03942,50,Employed,78413.0,730.0,3,502,No,Fashion,120,Low
C03943,56,Employed,80194.0,678.0,10,1773,No,Electronics,366,Low
C03944,19,Student,13181.0,547.0,3,481,Yes,Groceries/Essentials,55,Medium
C03945,41,Employed,93039.0,637.0,1,152,No,Fashion,118,Low
C03946,41,Employed,70498.0,749.0,3,502,No,Home/Furniture,480,Low
C03947,29,Employed,58264.0,737.0,1,148,No,Home/Furniture,413,Low
C03948,29,Freelancer,81271.0,758.0,1,189,No,Fashion,112,Low
C03949,24,Freelancer,71396.0,604.0,6,394,No,Groceries/Essentials,49,Low
C03950,54,Freelancer,44180.0,624.0,1,180,No,Electronics,503,Low
C03951,62,Employed,59693.0,701.0,3,520,No,Home/Furniture,272,Low
C03952,21,Employed,46019.0,646.0,1,134,No,Electronics,497,Low
C03953,43,Employed,105456.0,674.0,1,168,Yes,Fashion,167,Low
C03954,26,Freelancer,23448.0,617.0,4,741,Yes,Fashion,95,Medium
C03955,23,Student,6757.0,723.0,1,222,No,Electronics,590,Low
C03956,19,Employed,83755.0,714.0,2,327,No,Electronics,614,Low
C03957,39,Employed,77211.0,778.0,7,892,Yes,Fashion,63,Medium
C03958,34,Student,15116.0,758.0,3,415,Yes,Home/Furniture,392,Medium
C03959,51,Employed,116958.0,662.0,4,306,No,Electronics,648,Low
C03960,44,Employed,79490.0,694.0,2,328,No,Fashion,122,Low
C03961,19,Student,14258.0,647.0,1,163,No,Home/Furniture,495,Low
C03962,53,Employed,44514.0,732.0,1,140,No,Fashion,82,Low
C03963,19,Employed,54805.0,694.0,1,139,Yes,Electronics,811,Low
C03964,43,Freelancer,39201.0,663.0,4,720,No,Fashion,125,Low
C03965,20,Student,10066.0,554.0,2,354,No,Electronics,584,Low
C03966,28,Employed,34525.0,680.0,1,134,No,Home/Furniture,323,Low
C03967,26,Employed,87334.0,751.0,0,0,No,Fashion,100,Low
C03968,43,Employed,36291.0,655.0,2,432,No,Home/Furniture,353,Low
C03969,21,Freelancer,69538.0,733.0,2,249,No,Travel,660,Low
C03970,23,Student,13663.0,667.0,3,604,No,Fashion,50,Medium
C03971,22,Employed,59021.0,601.0,2,241,Yes,Fashion,16,Low
C03972,35,Employed,58933.0,649.0,2,287,Yes,Fashion,129,Low
C03973,30,Employed,91922.0,717.0,2,255,No,Fashion,121,Low
C03974,27,Employed,52914.0,658.0,4,577,No,Home/Furniture,431,Low
C03975,22,Employed,88910.0,,6,1094,No,Travel,1072,Low
C03976,20,Employed,60970.0,675.0,1,222,Yes,Electronics,785,Low
C03977,35,Employed,96492.0,687.0,4,462,No,Home/Furniture,376,Low
C03978,27,Freelancer,5904.0,694.0,6,1272,No,Electronics,374,High
C03979,37,Employed,102477.0,634.0,1,116,No,Fashion,130,Low
C03980,24,Employed,93813.0,737.0,1,84,No,Electronics,380,Low
C03981,55,Student,16850.0,564.0,1,173,No,Groceries/Essentials,68,Low
C03982,21,Employed,45259.0,695.0,2,176,No,Groceries/Essentials,53,Low
C03983,59,Employed,79540.0,768.0,2,592,No,Fashion,140,Low
C03984,46,Student,17583.0,615.0,4,197,Yes,Electronics,529,Low
C03985,54,Student,21640.0,551.0,3,515,Yes,Home/Furniture,151,Medium
C03986,29,Employed,33602.0,656.0,1,256,No,Fashion,28,Low
C03987,54,Employed,47488.0,696.0,2,131,No,Fashion,158,Low
C03988,20,Employed,51997.0,719.0,4,841,No,Electronics,620,Low
C03989,22,Employed,94710.0,698.0,2,404,No,Electronics,650,Low
C03990,34,Employed,56910.0,655.0,2,491,No,Travel,795,Low
C03991,48,Freelancer,50588.0,645.0,2,364,No,Home/Furniture,557,Low
C03992,31,Student,21893.0,475.0,3,574,Yes,Home/Furniture,469,Medium
C03993,60,Employed,104829.0,694.0,4,618,No,Electronics,524,Low
C03994,33,Employed,57888.0,736.0,1,194,No,Electronics,579,Low
C03995,49,Employed,72135.0,766.0,3,552,No,Fashion,163,Low
C03996,33,Employed,73180.0,744.0,3,372,No,Home/Furniture,401,Low
C03997,19,Student,16445.0,561.0,2,352,No,Groceries/Essentials,23,Low
C03998,34,Employed,86854.0,704.0,3,611,No,Electronics,386,Low
C03999,21,Employed,72799.0,788.0,7,749,No,Fashion,55,Low
C04000,20,Employed,,778.0,0,0,No,Fashion,123,Low
C04001,32,Employed,56334.0,728.0,4,937,No,Electronics,712,Low
C04002,34,Student,18018.0,534.0,0,0,Yes,Fashion,84,Low
C04003,19,Student,15033.0,656.0,2,314,No,Groceries/Essentials,37,Low
C04004,22,Student,15683.0,584.0,5,590,Yes,Fashion,90,Medium
C04005,55,Employed,103889.0,651.0,0,0,No,Electronics,267,Low
C04006,22,Freelancer,11719.0,686.0,4,679,No,Home/Furniture,342,Medium
C04007,20,Employed,111649.0,704.0,1,76,No,Home/Furniture,341,Low
C04008,48,Employed,60758.0,667.0,1,200,No,Home/Furniture,512,Low
C04009,22,Employed,60732.0,691.0,2,414,Yes,Fashion,137,Low
C04010,29,Employed,69624.0,700.0,3,362,No,Fashion,111,Low
C04011,19,Freelancer,64825.0,638.0,1,133,Yes,Travel,768,Low
C04012,24,Employed,60500.0,671.0,1,86,No,Electronics,459,Low
C04013,30,Employed,85908.0,777.0,3,505,No,Electronics,435,Low
C04014,20,Student,13386.0,503.0,2,308,Yes,Fashion,124,Medium
C04015,64,Employed,83592.0,650.0,4,631,No,Home/Furniture,534,Low
C04016,53,Student,22573.0,596.0,2,371,No,Electronics,765,Low
C04017,40,Freelancer,33087.0,640.0,1,207,No,Electronics,502,Low
C04018,20,Freelancer,38912.0,599.0,3,389,No,Electronics,670,Low
C04019,36,Employed,49647.0,736.0,4,493,No,Home/Furniture,411,Low
C04020,21,Employed,100444.0,700.0,6,863,No,Fashion,125,Low
C04021,24,Employed,89622.0,637.0,4,328,Yes,Fashion,122,Low
C04022,20,Employed,60071.0,762.0,4,487,No,Fashion,21,Low
C04023,30,Employed,81113.0,750.0,4,325,No,Fashion,140,Low
C04024,39,Employed,64935.0,673.0,1,116,No,Fashion,47,Low
C04025,58,Employed,82682.0,717.0,1,139,Yes,Fashion,10,Low
C04026,26,Employed,75472.0,673.0,9,1078,Yes,Electronics,500,Medium
C04027,30,Freelancer,41379.0,597.0,1,172,No,Home/Furniture,348,Low
C04028,32,Freelancer,42276.0,598.0,2,159,No,Fashion,126,Low
C04029,55,Employed,95106.0,713.0,2,333,No,Electronics,653,Low
C04030,37,Employed,105084.0,,5,548,Yes,Electronics,364,Low
C04031,35,Employed,89519.0,689.0,3,396,No,Electronics,317,Low
C04032,23,Employed,57787.0,685.0,3,293,No,Electronics,216,Low
C04033,56,Unemployed,22090.0,551.0,1,200,No,Electronics,536,Low
C04034,24,Student,17634.0,597.0,5,708,No,Electronics,419,Low
C04035,30,Student,5000.0,750.0,4,457,No,Fashion,117,High
C04036,48,Employed,47851.0,676.0,1,171,No,Travel,670,Low
C04037,49,Employed,61104.0,701.0,1,140,No,Home/Furniture,471,Low
C04038,45,Employed,76773.0,711.0,2,536,No,Electronics,809,Low
C04039,30,Employed,73274.0,781.0,1,156,No,Fashion,55,Low
C04040,41,Employed,43349.0,676.0,1,153,No,Travel,867,Low
C04041,34,Student,6592.0,633.0,2,377,No,Electronics,327,Medium
C04042,19,Employed,70494.0,720.0,1,94,No,Electronics,408,Low
C04043,36,Student,8366.0,678.0,1,146,No,Fashion,48,Low
C04044,22,Student,9848.0,539.0,2,355,Yes,Electronics,533,High
C04045,26,Employed,,704.0,0,0,No,Fashion,90,Low
C04046,51,Employed,47793.0,680.0,2,207,No,Fashion,68,Low
C04047,37,Employed,78246.0,708.0,1,218,No,Home/Furniture,245,Low
C04048,62,Employed,62177.0,662.0,3,463,No,Electronics,574,Low
C04049,34,Employed,41268.0,705.0,2,310,No,Electronics,709,Low
C04050,39,Unemployed,6118.0,707.0,1,118,No,Electronics,471,Low
C04051,64,Employed,37903.0,738.0,2,384,No,Home/Furniture,317,Low
C04052,27,Freelancer,29420.0,623.0,0,0,No,Fashion,101,Low
C04053,23,Employed,23787.0,619.0,1,165,No,Fashion,104,Low
C04054,54,Freelancer,75973.0,640.0,2,166,Yes,Electronics,624,Low
C04055,63,Employed,125494.0,585.0,1,12,No,Home/Furniture,367,Low
C04056,23,Employed,51729.0,755.0,0,0,No,Electronics,672,Low
C04057,48,Employed,79890.0,651.0,1,94,No,Fashion,58,Low
C04058,32,Employed,91344.0,712.0,7,1346,No,Fashion,131,Low
C04059,24,Employed,77516.0,745.0,4,408,No,Travel,756,Low
C04060,37,Employed,91910.0,706.0,0,0,Yes,Fashion,144,Low
C04061,20,Employed,45619.0,779.0,1,193,No,Electronics,579,Low
C04062,34,Employed,121229.0,695.0,6,510,No,Electronics,218,Low
C04063,39,Freelancer,47409.0,695.0,0,0,No,Fashion,216,Low
C04064,19,Employed,49411.0,808.0,2,278,No,Electronics,397,Low
C04065,27,Employed,85998.0,698.0,0,0,No,Fashion,154,Low
C04066,35,Employed,73523.0,696.0,0,0,No,Fashion,41,Low
C04067,34,Employed,112089.0,670.0,2,275,No,Fashion,112,Low
C04068,19,Employed,71427.0,668.0,0,0,No,Fashion,152,Low
C04069,23,Employed,60548.0,702.0,2,250,Yes,Fashion,151,Low
C04070,27,Employed,44032.0,717.0,5,1103,No,Fashion,50,Low
C04071,31,Freelancer,54242.0,606.0,1,118,No,Fashion,116,Low
C04072,18,Employed,77111.0,673.0,1,130,No,Fashion,92,Low
C04073,24,Employed,57613.0,790.0,2,202,No,Travel,949,Low
C04074,35,Employed,78814.0,744.0,3,402,No,Fashion,58,Low
C04075,42,Student,15391.0,605.0,3,246,No,Groceries/Essentials,67,Low
C04076,24,Employed,51296.0,689.0,0,0,No,Travel,350,Low
C04077,30,Student,14909.0,500.0,0,0,No,Electronics,900,Low
C04078,27,Employed,49322.0,698.0,1,190,No,Fashion,73,Low
C04079,18,Student,10958.0,726.0,6,1203,No,Home/Furniture,531,High
C04080,27,Employed,30931.0,762.0,1,152,Yes,Travel,641,Low
C04081,59,Employed,49614.0,704.0,1,194,No,Electronics,397,Low
C04082,19,Employed,73080.0,692.0,1,186,No,Fashion,131,Low
C04083,23,Unemployed,6567.0,579.0,2,432,No,Electronics,439,High
C04084,42,Student,13337.0,668.0,2,271,No,Groceries/Essentials,30,Low
C04085,46,Student,10282.0,580.0,2,317,No,Fashion,85,Low
C04086,31,Employed,90094.0,726.0,2,103,No,Electronics,731,Low
C04087,18,Employed,71552.0,742.0,0,0,No,Fashion,77,Low
C04088,23,Employed,41181.0,728.0,1,100,No,Electronics,469,Low
C04089,42,Employed,85947.0,769.0,2,435,No,Electronics,342,Low
C04090,45,Student,10878.0,535.0,7,614,Yes,Electronics,354,High
C04091,32,Student,16239.0,749.0,2,364,Yes,Fashion,53,Low
C04092,18,Freelancer,32281.0,694.0,1,80,No,Electronics,860,Low
C04093,56,Student,7598.0,568.0,2,281,No,Electronics,378,Low
C04094,62,Employed,69971.0,724.0,4,497,No,Travel,110,Low
C04095,24,Employed,98105.0,735.0,1,102,No,Groceries/Essentials,44,Low
C04096,21,Employed,81192.0,717.0,1,68,No,Electronics,593,Low
C04097,36,Employed,87835.0,701.0,1,49,No,Electronics,557,Low
C04098,21,Employed,95306.0,,1,90,Yes,Fashion,74,Low
C04099,35,Unemployed,11256.0,548.0,3,476,Yes,Electronics,461,High
C04100,22,Employed,83382.0,763.0,2,465,No,Travel,881,Low
C04101,21,Employed,109201.0,662.0,2,322,No,Fashion,124,Low
C04102,49,Freelancer,91553.0,651.0,0,0,No,Home/Furniture,201,Low
C04103,59,Student,5000.0,544.0,4,683,Yes,Electronics,431,High
C04104,20,Employed,55048.0,728.0,1,157,No,Travel,637,Low
C04105,22,Freelancer,13001.0,671.0,2,319,No,Electronics,678,Low
C04106,43,Employed,102716.0,700.0,2,209,No,Fashion,151,Low
C04107,18,Employed,82424.0,649.0,1,130,Yes,Fashion,65,Low
C04108,30,Employed,68024.0,774.0,2,261,Yes,Electronics,577,Low
C04109,31,Employed,88503.0,740.0,4,733,No,Electronics,321,Low
C04110,18,Employed,66661.0,705.0,1,135,No,Home/Furniture,326,Low
C04111,47,Employed,50380.0,671.0,6,999,No,Fashion,168,Low
C04112,22,Student,13175.0,659.0,3,364,No,Travel,1091,Low
C04113,26,Student,10890.0,601.0,2,286,No,Home/Furniture,443,Low
C04114,49,Freelancer,86833.0,598.0,2,414,Yes,Fashion,96,Low
C04115,23,Student,17339.0,615.0,6,826,No,Travel,811,Medium
C04116,50,Employed,99205.0,620.0,2,303,No,Fashion,101,Low
C04117,22,Unemployed,7559.0,508.0,0,0,Yes,Fashion,47,Low
C04118,62,Student,18862.0,543.0,3,209,No,Fashion,131,Low
C04119,47,Freelancer,55892.0,716.0,0,0,No,Fashion,133,Low
C04120,40,Freelancer,9332.0,623.0,5,890,No,Electronics,613,High
C04121,41,Freelancer,27437.0,719.0,3,469,No,Fashion,99,Low
C04122,24,Employed,47163.0,609.0,6,1141,Yes,Electronics,274,Medium
C04123,24,Employed,67261.0,,1,157,No,Electronics,371,Low
C04124,22,Employed,40639.0,740.0,0,0,No,Fashion,147,Low
C04125,33,Freelancer,80765.0,636.0,2,262,No,Fashion,102,Low
C04126,26,Student,14014.0,668.0,7,545,No,Travel,1166,Medium
C04127,23,Employed,58094.0,784.0,1,170,Yes,Fashion,90,Low
C04128,31,Student,12846.0,552.0,4,650,Yes,Electronics,610,High
C04129,27,Freelancer,63420.0,608.0,1,188,No,Electronics,307,Low
C04130,32,Employed,106612.0,666.0,5,953,No,Travel,791,Low
C04131,31,Employed,97040.0,615.0,3,282,No,Electronics,482,Low
C04132,44,Unemployed,5000.0,543.0,0,0,Yes,Fashion,81,Low
C04133,40,Employed,90735.0,680.0,1,212,No,Electronics,219,Low
C04134,24,Employed,49036.0,773.0,6,820,Yes,Fashion,98,Medium
C04135,19,Employed,65206.0,648.0,2,383,Yes,Fashion,20,Low
C04136,27,Employed,86134.0,666.0,1,37,No,Electronics,245,Low
C04137,54,Student,13434.0,539.0,1,136,Yes,Fashion,29,Low
C04138,23,Freelancer,38880.0,691.0,8,1474,No,Electronics,324,Medium
C04139,41,Employed,76365.0,,1,188,No,Travel,559,Low
C04140,24,Unemployed,13356.0,485.0,5,772,Yes,Electronics,425,High
C04141,30,Employed,55011.0,729.0,3,558,No,Fashion,61,Low
C04142,24,Student,18944.0,646.0,1,127,No,Electronics,477,Low
C04143,32,Student,14878.0,558.0,8,721,Yes,Fashion,106,High
C04144,30,Employed,99530.0,658.0,3,483,No,Electronics,456,Low
C04145,45,Freelancer,45835.0,592.0,4,415,No,Electronics,368,Low
C04146,64,Employed,82801.0,706.0,3,494,No,Electronics,459,Low
C04147,47,Employed,35169.0,684.0,2,292,No,Groceries/Essentials,65,Low
C04148,40,Employed,61602.0,705.0,0,0,No,Fashion,106,Low
C04149,26,Student,14232.0,638.0,1,167,Yes,Fashion,50,Low
C04150,18,Employed,48714.0,739.0,2,497,Yes,Home/Furniture,489,Low
C04151,29,Student,5000.0,590.0,4,627,Yes,Fashion,105,High
C04152,21,Freelancer,56774.0,632.0,4,544,No,Travel,753,Low
C04153,36,Employed,64345.0,735.0,1,158,No,Electronics,546,Low
C04154,32,Employed,,692.0,3,484,No,Fashion,64,Low
C04155,36,Employed,73153.0,641.0,4,666,No,Home/Furniture,494,Low
C04156,53,Employed,87989.0,702.0,4,665,No,Fashion,120,Low
C04157,24,Employed,52270.0,774.0,2,227,No,Travel,416,Low
C04158,19,Freelancer,44352.0,577.0,2,311,Yes,Home/Furniture,338,Low
C04159,63,Freelancer,39253.0,613.0,1,139,Yes,Fashion,69,Low
C04160,19,Employed,87530.0,754.0,0,0,No,Fashion,87,Low
C04161,22,Employed,92031.0,755.0,4,739,No,Fashion,187,Low
C04162,20,Employed,90101.0,633.0,2,434,Yes,Fashion,135,Low
C04163,47,Employed,72273.0,657.0,0,0,No,Fashion,121,Low
C04164,57,Student,12408.0,501.0,2,225,No,Fashion,89,Low
C04165,30,Student,12886.0,646.0,3,600,No,Fashion,95,Medium
C04166,54,Freelancer,40993.0,643.0,2,154,Yes,Fashion,86,Low
C04167,20,Employed,79333.0,684.0,1,162,Yes,Fashion,125,Low
C04168,28,Employed,66386.0,651.0,3,705,No,Fashion,159,Low
C04169,60,Employed,79184.0,743.0,0,0,No,Home/Furniture,344,Low
C04170,34,Employed,29212.0,711.0,3,405,No,Electronics,587,Low
C04171,20,Student,19681.0,554.0,5,825,No,Home/Furniture,403,Medium
C04172,64,Employed,73089.0,680.0,1,17,No,Electronics,491,Low
C04173,23,Employed,77807.0,696.0,1,44,No,Home/Furniture,368,Low
C04174,18,Employed,90216.0,668.0,1,166,No,Travel,880,Low
C04175,22,Employed,52858.0,682.0,1,160,No,Electronics,599,Low
C04176,18,Employed,73411.0,645.0,3,492,Yes,Fashion,70,Low
C04177,20,Student,6066.0,602.0,2,342,Yes,Electronics,713,High
C04178,22,Unemployed,9508.0,540.0,1,94,Yes,Electronics,556,Low
C04179,26,Employed,65299.0,699.0,2,309,Yes,Electronics,494,Low
C04180,27,Employed,73223.0,704.0,2,438,No,Electronics,516,Low
C04181,40,Student,14057.0,642.0,5,333,No,Electronics,833,Low
C04182,28,Employed,82990.0,677.0,1,232,No,Travel,853,Low
C04183,33,Student,10253.0,743.0,2,358,No,Fashion,72,Low
C04184,46,Freelancer,72429.0,622.0,2,247,No,Electronics,345,Low
C04185,21,Student,23012.0,639.0,1,124,No,Electronics,509,Low
C04186,32,Employed,55776.0,803.0,5,655,No,Groceries/Essentials,37,Low
C04187,63,Freelancer,62580.0,701.0,1,238,No,Fashion,14,Low
C04188,50,Employed,70062.0,762.0,1,128,No,Fashion,115,Low
C04189,35,Employed,89899.0,715.0,2,262,No,Travel,900,Low
C04190,26,Employed,43504.0,763.0,2,306,No,Fashion,90,Low
C04191,64,Employed,63431.0,691.0,0,0,No,Electronics,452,Low
C04192,33,Employed,44685.0,717.0,1,131,No,Electronics,162,Low
C04193,58,Employed,70453.0,760.0,3,325,No,Fashion,86,Low
C04194,27,Employed,72260.0,700.0,2,232,No,Electronics,565,Low
C04195,55,Employed,48084.0,785.0,0,0,Yes,Groceries/Essentials,74,Low
C04196,35,Student,18571.0,646.0,2,240,No,Fashion,104,Low
C04197,20,Employed,66369.0,667.0,3,634,No,Electronics,334,Low
C04198,27,Employed,52175.0,639.0,1,83,Yes,Fashion,43,Low
C04199,61,Employed,94153.0,788.0,4,832,No,Electronics,603,Low
C04200,30,Employed,69153.0,656.0,1,201,No,Home/Furniture,565,Low
C04201,19,Employed,74346.0,661.0,2,313,No,Electronics,428,Low
C04202,20,Employed,66168.0,707.0,6,555,No,Electronics,395,Low
C04203,32,Student,12139.0,604.0,1,240,Yes,Electronics,432,Medium
C04204,18,Freelancer,46059.0,728.0,2,355,No,Electronics,399,Low
C04205,33,Employed,66343.0,,1,65,No,Electronics,375,Low
C04206,20,Student,13707.0,597.0,2,438,No,Electronics,825,Low
C04207,24,Employed,93886.0,668.0,3,220,No,Fashion,73,Low
C04208,50,Student,15156.0,606.0,1,132,Yes,Electronics,482,Low
C04209,38,Employed,98861.0,669.0,4,540,No,Fashion,78,Low
C04210,46,Employed,82925.0,781.0,1,217,No,Travel,936,Low
C04211,34,Student,30301.0,,2,532,No,Electronics,750,Low
C04212,37,Student,13395.0,627.0,0,0,No,Fashion,31,Low
C04213,33,Student,13343.0,606.0,0,0,Yes,Electronics,595,Low
C04214,37,Unemployed,6997.0,513.0,5,1335,Yes,Fashion,60,High
C04215,35,Employed,87704.0,601.0,1,152,Yes,Fashion,37,Low
C04216,19,Employed,63587.0,730.0,0,0,No,Fashion,190,Low
C04217,21,Employed,63462.0,,4,746,No,Travel,914,Low
C04218,23,Employed,55353.0,629.0,4,511,Yes,Home/Furniture,368,Low
C04219,24,Student,11235.0,622.0,4,559,Yes,Fashion,86,High
C04220,41,Student,13121.0,759.0,4,834,No,Electronics,889,Medium
C04221,19,Employed,66691.0,722.0,1,189,Yes,Electronics,594,Low
C04222,50,Employed,74357.0,849.0,1,135,No,Home/Furniture,523,Low
C04223,35,Employed,85003.0,697.0,0,0,No,Fashion,135,Low
C04224,27,Student,22644.0,583.0,10,2209,No,Home/Furniture,310,High
C04225,23,Freelancer,35119.0,543.0,2,91,No,Home/Furniture,443,Low
C04226,56,Student,5000.0,562.0,1,74,Yes,Fashion,75,Low
C04227,47,Employed,89985.0,635.0,3,181,No,Travel,997,Low
C04228,61,Freelancer,29398.0,701.0,2,237,Yes,Fashion,126,Low
C04229,63,Employed,88597.0,734.0,1,157,No,Fashion,39,Low
C04230,23,Student,5000.0,613.0,3,540,Yes,Travel,1142,High
C04231,22,Employed,56358.0,685.0,2,255,No,Fashion,109,Low
C04232,34,Unemployed,5856.0,529.0,1,190,No,Groceries/Essentials,74,Low
C04233,21,Employed,,699.0,1,114,No,Fashion,155,Low
C04234,35,Employed,55658.0,678.0,2,289,No,Home/Furniture,326,Low
C04235,55,Employed,87391.0,828.0,2,290,Yes,Fashion,98,Low
C04236,26,Employed,,676.0,4,481,Yes,Electronics,424,Low
C04237,20,Employed,67347.0,650.0,3,333,Yes,Electronics,428,Low
C04238,44,Employed,72712.0,709.0,1,180,Yes,Home/Furniture,502,Low
C04239,44,Employed,32513.0,674.0,2,261,No,Electronics,596,Low
C04240,25,Student,14451.0,648.0,4,474,No,Travel,569,Low
C04241,38,Employed,55729.0,685.0,1,104,No,Fashion,155,Low
C04242,43,Student,17916.0,698.0,2,352,No,Travel,669,Low
C04243,44,Student,19813.0,597.0,3,646,No,Electronics,438,Low
C04244,58,Student,16698.0,653.0,8,1655,Yes,Electronics,717,High
C04245,58,Employed,82651.0,677.0,1,72,No,Home/Furniture,250,Low
C04246,19,Employed,68626.0,696.0,1,162,No,Fashion,89,Low
C04247,21,Unemployed,18299.0,469.0,1,177,Yes,Electronics,625,Medium
C04248,18,Student,19258.0,600.0,0,0,Yes,Electronics,408,Low
C04249,53,Unemployed,20249.0,607.0,2,383,No,Groceries/Essentials,54,Low
C04250,36,Student,20309.0,617.0,2,433,Yes,Travel,1128,Low
C04251,28,Freelancer,55694.0,592.0,1,184,Yes,Electronics,221,Low
C04252,19,Freelancer,62751.0,532.0,2,166,Yes,Travel,1022,Low
C04253,32,Freelancer,,609.0,2,407,Yes,Groceries/Essentials,60,Low
C04254,41,Employed,60682.0,743.0,8,621,No,Electronics,522,Low
C04255,49,Employed,75331.0,673.0,1,191,No,Fashion,95,Low
C04256,25,Student,15961.0,608.0,1,185,Yes,Electronics,243,Low
C04257,58,Unemployed,5000.0,653.0,1,159,No,Fashion,98,Medium
C04258,18,Employed,51582.0,738.0,1,150,No,Electronics,626,Low
C04259,20,Employed,112124.0,684.0,0,0,Yes,Home/Furniture,383,Low
C04260,43,Employed,50813.0,722.0,2,320,Yes,Fashion,110,Low
C04261,51,Freelancer,5000.0,670.0,0,0,No,Fashion,114,Low
C04262,42,Employed,19324.0,678.0,3,404,Yes,Fashion,74,Low
C04263,31,Freelancer,64034.0,,3,188,Yes,Fashion,149,Low
C04264,22,Student,21560.0,552.0,4,399,No,Home/Furniture,321,Low
C04265,24,Employed,56806.0,716.0,0,0,No,Fashion,42,Low
C04266,53,Unemployed,17487.0,585.0,5,441,Yes,Fashion,137,High
C04267,25,Employed,73370.0,708.0,1,42,No,Electronics,931,Low
C04268,20,Employed,58058.0,690.0,0,0,No,Travel,800,Low
C04269,28,Freelancer,17951.0,642.0,4,592,No,Electronics,481,Low
C04270,37,Student,20031.0,585.0,5,406,No,Home/Furniture,555,Low
C04271,33,Employed,92347.0,697.0,4,693,No,Groceries/Essentials,28,Low
C04272,62,Employed,57058.0,698.0,4,1325,No,Fashion,134,Low
C04273,31,Employed,53475.0,759.0,5,798,No,Electronics,235,Low
C04274,23,Unemployed,12570.0,582.0,0,0,No,Home/Furniture,174,Low
C04275,24,Student,15004.0,539.0,1,134,Yes,Fashion,46,Low
C04276,21,Employed,82858.0,670.0,0,0,No,Home/Furniture,391,Low
C04277,34,Employed,52927.0,654.0,5,992,Yes,Electronics,298,Low
C04278,52,Unemployed,,503.0,0,0,Yes,Fashion,88,Low
C04279,40,Employed,39047.0,604.0,1,119,Yes,Fashion,103,Low
C04280,27,Student,21482.0,474.0,0,0,Yes,Travel,899,Low
C04281,39,Student,7657.0,590.0,2,258,No,Home/Furniture,354,Low
C04282,46,Employed,88059.0,694.0,1,181,No,Fashion,74,Low
C04283,24,Student,23931.0,639.0,3,513,No,Fashion,189,Low
C04284,30,Employed,55829.0,668.0,1,101,No,Groceries/Essentials,20,Low
C04285,50,Employed,85401.0,809.0,2,206,No,Fashion,79,Low
C04286,23,Student,10313.0,797.0,2,226,No,Electronics,349,Low
C04287,22,Employed,56062.0,675.0,2,365,Yes,Home/Furniture,348,Low
C04288,24,Student,18481.0,,2,327,No,Fashion,166,Low
C04289,39,Student,20888.0,614.0,3,220,Yes,Home/Furniture,318,Low
C04290,35,Employed,100576.0,686.0,2,343,No,Fashion,97,Low
C04291,36,Student,20169.0,641.0,1,230,No,Home/Furniture,218,Low
C04292,56,Employed,75314.0,674.0,4,1075,No,Home/Furniture,611,Low
C04293,49,Employed,111240.0,708.0,3,523,No,Electronics,630,Low
C04294,44,Employed,99119.0,669.0,4,285,No,Electronics,424,Low
C04295,18,Freelancer,81383.0,651.0,1,137,No,Electronics,529,Low
C04296,25,Employed,96981.0,774.0,2,285,No,Electronics,444,Low
C04297,19,Student,11667.0,649.0,8,1217,Yes,Fashion,102,High
C04298,36,Employed,,751.0,7,992,No,Fashion,98,Low
C04299,63,Freelancer,52451.0,654.0,0,0,No,Electronics,421,Low
C04300,22,Freelancer,45256.0,669.0,1,180,No,Home/Furniture,283,Low
C04301,46,Employed,89448.0,718.0,2,366,No,Home/Furniture,271,Low
C04302,21,Employed,86597.0,683.0,1,140,No,Electronics,430,Low
C04303,18,Employed,73261.0,723.0,1,202,No,Fashion,41,Low
C04304,18,Student,9024.0,507.0,4,867,Yes,Home/Furniture,277,High
